Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,-1.3598071336738,-0.0727811733098497,2.53634673796914,1.37815522427443,-0.338320769942518,0.462387777762292,0.239598554061257,0.0986979012610507,0.363786969611213,0.0907941719789316,-0.551599533260813,-0.617800855762348,-0.991389847235408,-0.311169353699879,1.46817697209427,-0.470400525259478,0.207971241929242,0.0257905801985591,0.403992960255733,0.251412098239705,-0.018306777944153,0.277837575558899,-0.110473910188767,0.0669280749146731,0.128539358273528,-0.189114843888824,0.133558376740387,-0.0210530534538215,149.62,
1,1.19185711131486,0.26615071205963,0.16648011335321,0.448154078460911,0.0600176492822243,-0.0823608088155687,-0.0788029833323113,0.0851016549148104,-0.255425128109186,-0.166974414004614,1.61272666105479,1.06523531137265,0.48909501589608,-0.143772296441519,0.635558093258208,0.463917041022171,-0.114804663102346,0.504189077093998,0.39081434506903,0.324504731321494,0.277837575558899,-0.110473910188767,0.0669280749146731,0.128539358273528,-0.189114843888824,0.133558376740387,-0.0210530534538215,2.69,2.69,
2,-1.35835406159823,-1.34016307473609,1.77320934263119,0.379779593034327,-0.503198133318193,1.80049938079263,0.791460956450422,0.247675786588991,-1.51465432260509,0.207642865679022,0.624501459424895,0.0660836851404612,0.717292731410831,-0.165945922370617,2.34586494901581,-2.8900831940485,1.10996937869599,-0.121359313195888,-2.26185709530414,0.52497972521898,0.247998153469754,0.771679401917229,0.909412262347719,-0.689280956490685,-0.327641833735251,1.46817697209427,-0.470400525259478,0.207971241929242,378.66,
4462,-2.30334956758553,1.759247460267,-0.359744743330052,2.33024305053917,-0.821628328375422,-0.0757875706194599,0.562319782266954,-0.399146578487216,-0.238253367661746,-1.52541162656194,2.03291215755072,-6.56012429505962,0.0229373234890961,-1.47010153611197,-0.698826068579047,-2.28219382856251,-4.78183085597533,-2.61566494476124,-1.33444106667307,-0.430021867171611,-0.294166317554753,-0.932391057274991,0.172726295799422,-0.0873295379700724,-0.156114264651172,-0.542627889040196,0.0395659889264757,-0.153028796529788,239.93,
93879,-13.0865194204794,7.35214833905529,-18.256576111808,10.6485054461688,-11.7314764509112,-3.65916740569145,-14.8736579646075,8.81047267511276,-5.4182040716445,-13.2025771482197,6.35722736343626,-15.5316111795156,0.659694875353275,-11.4123295951252,-2.44757607431839,-9.83374302098841,-18.1746174349071,-7.269904593126,0.623796611777714,-1.37629840858733,2.7611570593153,-0.266161809571132,-0.412860724865388,0.519952215674181,-0.743908960008006,-0.167808225140728,-2.498300252188,-0.711066151912636,30.31,
93879,-13.0865194204794,7.35214833905529,-18.256576111808,10.6485054461688,-11.7314764509112,-3.65916740569145,-14.8736579646075,8.81047267511276,-5.4182040716445,-13.2025771482197,6.35722736343626,-15.5316111795156,0.659694875353275,-11.4123295951252,-2.44757607431839,-9.83374302098841,-18.1746174349071,-7.269904593126,0.623796611777714,-1.37629840858733,2.7611570593153,-0.266161809571132,-0.412860724865388,0.519952215674181,-0.743908960008006,-0.167808225140728,-2.498300252188,-0.711066151912636,30.31,
93879,-12.8336314219519,7.50878980635543,-20.4919522106577,7.46577999198461,-11.5753037055975,-5.14099947650773,-14.0205637048257,8.33212047126021,-4.33771253089739,-15.5637913387301,7.61081978841573,-15.5923232225286,0.504789055226229,-13.2478885958622,-0.796526030140245,-10.3423283585648,-16.0445243414767,-5.8821359384126,1.57369789640089,-1.37892322363159,2.96684240389381,0.615344322057327,-0.766494757432984,0.431261005079751,-0.104974994617143,-0.0100913270781415,-2.4008113496639,-0.720556600051925,104.03,
93879,-12.8336314219519,7.50878980635543,-20.4919522106577,7.46577999198461,-11.5753037055975,-5.14099947650773,-14.0205637048257,8.33212047126021,-4.33771253089739,-15.5637913387301,7.61081978841573,-15.5923232225286,0.504789055226229,-13.2478885958622,-0.796526030140245,-10.3423283585648,-16.0445243414767,-5.8821359384126,1.57369789640089,-1.37892322363159,2.96684240389381,0.615344322057327,-0.766494757432984,0.431261005079751,-0.104974994617143,-0.0100913270781415,-2.4008113496639,-0.720556600051925,104.03,
93882,1.91457721630908,-0.0571236914732555,-0.608041670415837,1.66903179856142,0.114224811253138,0.19110106246725,-0.201615608483169,-0.031813619351193,2.11049363258098,-0.227816702030059,1.00307573977936,-0.979008206470684,1.66947677233277,1.30580667748732,-3.16180332306821,-0.65624584565422,0.565232337859841,-0.157018418017345,0.42950098309329,-0.298711451002276,-0.443784745928665,-0.656438554618392,0.188616384611607,-0.478969612810873,0.0434298129030127,-0.853884895038788,0.0122697373721972,-0.0616293634021186,15,
93883,1.97375411654714,0.280137882154705,-3.5145829687261,0.680549627923507,3.29680816040512,3.11343383730257,0.0251270756200795,0.577653570228641,1.26785020535619,-0.709853594263445,1.14111667086414,-2.46500021064271,1.15593861137289,0.655832882592299,-0.729368789661018,-0.297320110012531,1.62243831455742,0.241116332602109,-0.710406227232283,-0.170683111327332,-0.177446824926941,-0.19505442880567,-0.00062972124097016,0.518782377223343,0.480599673794162,-0.512009194353285,-0.0112971444174565,-0.0376380896443479,30.35,
